ingredient_name,category_id,category_name,quantity_kg,shelf_life_days,calories_per_100,purchase_days_ago,days_until_expiry,storage_location,storage_temp_c,waste_quantity_kg,waste_ratio,risk_level,risk_code,consumption_frequency,user_is_vegetarian,waste_reason
Limon,2,Fruta,3.02,21,29,14,9,Raft,20.0,0.465,0.154,low,0,9,0,spoiled
Spinaq,1,Perime,5.27,5,23,0,5,Qilar,20.0,0.39,0.074,medium,1,19,0,overcooked
Banane,2,Fruta,9.45,6,89,1,6,Qilar,20.0,1.323,0.14,medium,1,5,0,spoiled
Gjalpë,4,Bulmet,2.99,30,717,12,19,Ngrirës,-18.0,0.374,0.125,low,0,1,0,overcooked
Spinaq,1,Perime,5.88,5,23,2,5,Raft,20.0,1.499,0.255,medium,1,13,1,spoiled
Portokall,2,Fruta,6.47,14,47,9,10,Qilar,20.0,0.0,0,low,0,17,0,none
Mish pule,3,Mish,8.67,3,165,3,-1,Kuzhinë,20.0,6.225,0.718,high,2,13,0,expired
Limon,2,Fruta,2.33,21,29,6,15,Ngrirës,-18.0,0.0,0,low,0,9,0,none
Oriz,5,Drithëra,2.05,365,130,255,114,Frigorifer,4.0,0.0,0,low,0,17,0,none
Tërshërë,5,Drithëra,2.11,180,389,170,7,Kuzhinë,20.0,0.443,0.21,medium,1,4,0,expired
Mollë,2,Fruta,5.58,21,52,17,9,Frigorifer,4.0,2.104,0.377,low,0,15,0,spoiled
Mollë,2,Fruta,7.99,21,52,5,16,Ngrirës,-18.0,0.0,0,low,0,15,0,none
Qepë,1,Perime,9.8,30,40,8,27,Frigorifer,4.0,0.568,0.058,low,0,5,0,expired
Speca,1,Perime,2.35,10,31,9,5,Kuzhinë,20.0,1.278,0.544,medium,1,4,0,overcooked
Kripë,6,Erëza,6.38,1000,0,201,803,Ngrirës,-18.0,0.938,0.147,low,0,4,0,other
Banane,2,Fruta,5.74,6,89,4,5,Frigorifer,4.0,1.963,0.342,medium,1,15,0,other
Domate,1,Perime,2.59,7,18,6,2,Raft,20.0,1.313,0.507,high,2,16,0,overcooked
Mollë,2,Fruta,8.69,21,52,7,16,Qilar,20.0,0.904,0.104,low,0,18,0,other
Karrota,1,Perime,9.77,30,41,30,-1,Raft,20.0,4.582,0.469,high,2,16,1,spoiled
Kastravec,1,Perime,0.75,7,16,6,2,Frigorifer,4.0,0.458,0.61,high,2,15,0,spoiled
Speca,1,Perime,7.81,10,31,3,7,Raft,20.0,1.992,0.255,medium,1,16,0,overcooked
Gjalpë,4,Bulmet,2.18,30,717,21,8,Qilar,20.0,0.48,0.22,low,0,6,0,other
Kripë,6,Erëza,1.8,1000,0,161,838,Kuzhinë,20.0,0.031,0.017,low,0,20,1,none
Vaj ulliri,6,Erëza,7.29,365,884,117,249,Kuzhinë,20.0,1.903,0.261,low,0,10,0,spoiled
Banane,2,Fruta,3.4,6,89,2,6,Kuzhinë,20.0,0.51,0.15,medium,1,14,0,other
Qepë,1,Perime,9.69,30,40,11,18,Kuzhinë,20.0,1.444,0.149,low,0,9,0,spoiled
Speca,1,Perime,6.65,10,31,4,7,Kuzhinë,20.0,2.101,0.316,medium,1,13,0,spoiled
Kripë,6,Erëza,2.23,1000,0,515,489,Qilar,20.0,0.158,0.071,low,0,4,0,spoiled
Kastravec,1,Perime,3.32,7,16,7,4,Kuzhinë,20.0,2.148,0.647,medium,1,16,0,overcooked
Gjalpë,4,Bulmet,5.9,30,717,1,27,Frigorifer,4.0,0.0,0,low,0,11,0,none
Djathë,4,Bulmet,3.76,14,264,14,1,Frigorifer,4.0,2.489,0.662,high,2,11,1,spoiled
Majdanoz,6,Erëza,1.59,5,36,2,3,Raft,20.0,0.56,0.352,medium,1,3,1,spoiled
Limon,2,Fruta,5.77,21,29,21,1,Frigorifer,4.0,1.968,0.341,high,2,5,0,overcooked
Majdanoz,6,Erëza,3.68,5,36,3,2,Ngrirës,-18.0,1.855,0.504,high,2,11,1,spoiled
Vezë,3,Mish,3.69,21,155,6,16,Frigorifer,4.0,0.339,0.092,low,0,5,0,other
Mish viçi,3,Mish,4.02,4,250,3,-2,Raft,20.0,3.413,0.849,high,2,2,0,expired
Kos,4,Bulmet,4.43,7,61,0,12,Raft,20.0,0.855,0.193,low,0,16,0,overcooked
Oriz,5,Drithëra,0.76,365,130,38,325,Raft,20.0,0.003,0.004,low,0,4,0,none
Kripë,6,Erëza,5.18,1000,0,871,127,Ngrirës,-18.0,0.0,0,low,0,3,1,none
Piper,6,Erëza,2.84,1000,251,462,537,Qilar,20.0,0.068,0.024,low,0,3,0,none
Oriz,5,Drithëra,5.79,365,130,232,138,Kuzhinë,20.0,0.857,0.148,low,0,1,1,overcooked
Domate,1,Perime,6.27,7,18,6,-2,Frigorifer,4.0,2.251,0.359,high,2,8,0,other
Spinaq,1,Perime,2.66,5,23,1,6,Ngrirës,-18.0,0.229,0.086,medium,1,19,0,spoiled
Speca,1,Perime,7.75,10,31,3,8,Ngrirës,-18.0,0.434,0.056,low,0,4,0,expired
Vaj ulliri,6,Erëza,1.36,365,884,178,185,Ngrirës,-18.0,0.053,0.039,low,0,7,0,none
Banane,2,Fruta,1.72,6,89,2,4,Ngrirës,-18.0,0.714,0.415,medium,1,12,0,spoiled
Vezë,3,Mish,1.32,21,155,12,6,Ngrirës,-18.0,0.09,0.068,medium,1,13,0,other
Vezë,3,Mish,4.05,21,155,6,18,Raft,20.0,0.749,0.185,low,0,4,0,spoiled
Qumësht,4,Bulmet,9.14,5,42,5,5,Frigorifer,4.0,4.405,0.482,medium,1,16,0,overcooked
Mish viçi,3,Mish,1.99,4,250,0,9,Qilar,20.0,0.547,0.275,low,0,16,0,expired
Vezë,3,Mish,0.26,21,155,12,12,Qilar,20.0,0.0,0,low,0,12,0,none
Piper,6,Erëza,0.75,1000,251,968,33,Ngrirës,-18.0,0.206,0.274,low,0,3,1,other
Domate,1,Perime,9.52,7,18,4,5,Ngrirës,-18.0,5.512,0.579,medium,1,19,0,spoiled
Qumësht,4,Bulmet,1.64,5,42,5,4,Frigorifer,4.0,0.626,0.382,medium,1,2,0,overcooked
Portokall,2,Fruta,6.21,14,47,13,0,Raft,20.0,3.223,0.519,high,2,5,0,overcooked
Karrota,1,Perime,7.89,30,41,0,34,Ngrirës,-18.0,1.144,0.145,low,0,10,1,overcooked
Piper,6,Erëza,2.73,1000,251,328,669,Kuzhinë,20.0,0.349,0.128,low,0,2,0,other
Qepë,1,Perime,5.44,30,40,24,11,Ngrirës,-18.0,0.0,0,low,0,6,0,none
Domate,1,Perime,3.55,7,18,3,2,Kuzhinë,20.0,1.956,0.551,high,2,15,1,other
Spinaq,1,Perime,8.58,5,23,5,-3,Qilar,20.0,5.38,0.627,high,2,16,1,overcooked
Spinaq,1,Perime,3.3,5,23,4,3,Frigorifer,4.0,1.7,0.515,medium,1,16,1,spoiled
Spinaq,1,Perime,2.27,5,23,1,3,Ngrirës,-18.0,0.545,0.24,medium,1,3,0,other
Banane,2,Fruta,8.88,6,89,0,6,Qilar,20.0,2.788,0.314,medium,1,11,1,overcooked
Vaj ulliri,6,Erëza,9.01,365,884,167,201,Qilar,20.0,1.757,0.195,low,0,5,0,other
Oriz,5,Drithëra,0.58,365,130,101,263,Ngrirës,-18.0,0.181,0.312,low,0,6,1,overcooked
Domate,1,Perime,5.76,7,18,7,2,Ngrirës,-18.0,3.565,0.619,high,2,19,1,other
Speca,1,Perime,4.59,10,31,4,11,Raft,20.0,0.0,0,low,0,11,0,none
Kastravec,1,Perime,2.63,7,16,7,5,Kuzhinë,20.0,1.028,0.391,medium,1,4,0,overcooked
Patate,1,Perime,7.84,45,77,27,15,Ngrirës,-18.0,1.38,0.176,low,0,15,0,expired
Djathë,4,Bulmet,7.16,14,264,2,14,Qilar,20.0,0.594,0.083,low,0,15,1,expired
Majdanoz,6,Erëza,9.72,5,36,1,7,Raft,20.0,4.209,0.433,medium,1,7,0,spoiled
Vaj ulliri,6,Erëza,0.27,365,884,181,189,Raft,20.0,0.0,0,low,0,5,0,none
Kripë,6,Erëza,5.38,1000,0,552,448,Ngrirës,-18.0,0.0,0,low,0,12,0,none
Karrota,1,Perime,6.84,30,41,20,10,Ngrirës,-18.0,0.0,0,low,0,18,1,none
Majdanoz,6,Erëza,2.1,5,36,0,8,Kuzhinë,20.0,0.015,0.007,low,0,16,1,none
Limon,2,Fruta,1.45,21,29,9,9,Frigorifer,4.0,0.593,0.409,low,0,9,0,spoiled
Tërshërë,5,Drithëra,6.17,180,389,17,160,Kuzhinë,20.0,0.636,0.103,low,0,6,0,other
Kripë,6,Erëza,1.68,1000,0,429,574,Raft,20.0,0.03,0.018,low,0,7,0,none
Piper,6,Erëza,3.57,1000,251,231,770,Raft,20.0,0.703,0.197,low,0,5,0,other
Spinaq,1,Perime,6.76,5,23,2,0,Frigorifer,4.0,4.847,0.717,high,2,17,0,expired
Vaj ulliri,6,Erëza,6.32,365,884,241,124,Frigorifer,4.0,0.209,0.033,low,0,18,1,none
Spinaq,1,Perime,0.8,5,23,5,2,Qilar,20.0,0.394,0.493,high,2,2,1,overcooked
Karrota,1,Perime,6.31,30,41,13,16,Kuzhinë,20.0,1.666,0.264,low,0,10,0,expired
Patate,1,Perime,9.98,45,77,38,9,Ngrirës,-18.0,0.0,0,low,0,16,1,none
Mish viçi,3,Mish,0.66,4,250,0,5,Qilar,20.0,0.286,0.434,medium,1,17,0,other
Pasta,5,Drithëra,8.38,365,131,182,181,Frigorifer,4.0,0.0,0,low,0,4,1,none
Lakër,1,Perime,5.9,14,25,3,14,Kuzhinë,20.0,0.378,0.064,low,0,18,1,other
Qepë,1,Perime,6.06,30,40,18,10,Raft,20.0,0.236,0.039,low,0,4,0,none
Vaj ulliri,6,Erëza,2.46,365,884,297,71,Frigorifer,4.0,0.48,0.195,low,0,12,1,other
Kos,4,Bulmet,8.65,7,61,0,10,Kuzhinë,20.0,0.0,0,low,0,1,0,none
Kos,4,Bulmet,1.89,7,61,5,0,Frigorifer,4.0,1.057,0.559,high,2,15,0,overcooked
Piper,6,Erëza,6.86,1000,251,360,640,Qilar,20.0,1.708,0.249,low,0,15,0,overcooked
Vezë,3,Mish,7.02,21,155,20,2,Raft,20.0,4.282,0.61,high,2,18,0,other
Vaj ulliri,6,Erëza,3.55,365,884,88,281,Frigorifer,4.0,0.043,0.012,low,0,11,0,none
Gjalpë,4,Bulmet,5.43,30,717,25,5,Frigorifer,4.0,1.347,0.248,medium,1,13,0,other
Oriz,5,Drithëra,1.94,365,130,195,170,Qilar,20.0,0.421,0.217,low,0,16,0,overcooked
Kripë,6,Erëza,4.43,1000,0,370,629,Frigorifer,4.0,1.01,0.228,low,0,7,0,overcooked
Vaj ulliri,6,Erëza,5.64,365,884,91,277,Raft,20.0,0.378,0.067,low,0,3,0,expired
Patate,1,Perime,7.15,45,77,42,6,Qilar,20.0,2.502,0.35,medium,1,18,0,other
Spinaq,1,Perime,9.22,5,23,0,6,Raft,20.0,2.148,0.233,medium,1,19,0,overcooked
Lakër,1,Perime,4.48,14,25,0,14,Qilar,20.0,0.0,0,low,0,1,1,none
Lakër,1,Perime,8.35,14,25,3,11,Ngrirës,-18.0,0.284,0.034,low,0,15,0,none
Spinaq,1,Perime,0.22,5,23,1,1,Kuzhinë,20.0,0.156,0.708,high,2,14,0,other
Kastravec,1,Perime,8.49,7,16,6,4,Qilar,20.0,1.401,0.165,medium,1,12,0,other
Portokall,2,Fruta,3.71,14,47,14,0,Ngrirës,-18.0,2.003,0.54,high,2,11,0,spoiled
Karrota,1,Perime,9.81,30,41,25,10,Kuzhinë,20.0,2.237,0.228,low,0,18,0,expired
Kripë,6,Erëza,8.28,1000,0,233,769,Raft,20.0,0.464,0.056,low,0,8,1,overcooked
Kos,4,Bulmet,8.38,7,61,7,4,Kuzhinë,20.0,0.746,0.089,medium,1,19,1,expired
Kastravec,1,Perime,0.32,7,16,7,5,Kuzhinë,20.0,0.036,0.113,medium,1,5,0,overcooked
Patate,1,Perime,9.55,45,77,17,29,Frigorifer,4.0,0.0,0,low,0,20,1,none
Mish viçi,3,Mish,7.07,4,250,1,6,Raft,20.0,2.376,0.336,medium,1,10,0,spoiled
Kos,4,Bulmet,8.0,7,61,6,0,Raft,20.0,6.088,0.761,high,2,19,0,expired
Gjalpë,4,Bulmet,0.62,30,717,24,8,Frigorifer,4.0,0.0,0,low,0,20,0,none
Qumësht,4,Bulmet,4.2,5,42,1,4,Ngrirës,-18.0,0.693,0.165,medium,1,20,0,spoiled
Domate,1,Perime,6.53,7,18,7,-2,Kuzhinë,20.0,3.703,0.567,high,2,19,1,other
Mish pule,3,Mish,6.99,3,165,1,4,Ngrirës,-18.0,2.502,0.358,medium,1,4,0,overcooked
Kastravec,1,Perime,7.1,7,16,4,7,Ngrirës,-18.0,2.826,0.398,medium,1,8,0,expired
Limon,2,Fruta,4.57,21,29,3,23,Qilar,20.0,0.745,0.163,low,0,1,0,expired
Pasta,5,Drithëra,3.79,365,131,86,276,Frigorifer,4.0,1.057,0.279,low,0,11,1,overcooked
Domate,1,Perime,8.02,7,18,5,0,Ngrirës,-18.0,4.475,0.558,high,2,7,1,spoiled
Djathë,4,Bulmet,2.26,14,264,5,7,Raft,20.0,1.198,0.53,medium,1,12,0,other
Bukë,5,Drithëra,8.48,3,265,1,7,Ngrirës,-18.0,0.526,0.062,medium,1,15,0,expired
Djathë,4,Bulmet,8.89,14,264,12,0,Qilar,20.0,5.743,0.646,high,2,4,0,spoiled
Kos,4,Bulmet,5.23,7,61,1,10,Ngrirës,-18.0,0.0,0,low,0,20,0,none
Gjalpë,4,Bulmet,9.21,30,717,30,4,Kuzhinë,20.0,4.329,0.47,medium,1,15,0,expired
Limon,2,Fruta,2.54,21,29,4,17,Kuzhinë,20.0,0.046,0.018,low,0,7,1,none
Qepë,1,Perime,3.65,30,40,29,5,Raft,20.0,1.544,0.423,medium,1,4,0,overcooked
Qumësht,4,Bulmet,5.67,5,42,5,5,Raft,20.0,0.0,0,medium,1,13,0,none
Banane,2,Fruta,3.27,6,89,3,3,Kuzhinë,20.0,0.798,0.244,medium,1,14,1,expired
Salmon,3,Mish,0.34,2,208,0,4,Raft,20.0,0.171,0.503,medium,1,16,1,overcooked
Salmon,3,Mish,9.92,2,208,1,-2,Frigorifer,4.0,5.525,0.557,high,2,10,0,overcooked
Tërshërë,5,Drithëra,0.57,180,389,7,170,Qilar,20.0,0.052,0.092,low,0,13,0,overcooked
Djathë,4,Bulmet,0.62,14,264,13,4,Ngrirës,-18.0,0.178,0.287,medium,1,17,0,expired
Speca,1,Perime,1.08,10,31,2,8,Qilar,20.0,0.0,0,low,0,3,0,none
Salmon,3,Mish,2.15,2,208,2,-3,Frigorifer,4.0,1.593,0.741,high,2,10,0,spoiled
Pasta,5,Drithëra,8.16,365,131,169,195,Kuzhinë,20.0,1.151,0.141,low,0,8,0,other
Qepë,1,Perime,1.64,30,40,19,11,Kuzhinë,20.0,0.026,0.016,low,0,19,0,none
Speca,1,Perime,9.41,10,31,10,1,Kuzhinë,20.0,4.893,0.52,high,2,1,1,other
Mish pule,3,Mish,2.85,3,165,1,6,Kuzhinë,20.0,0.855,0.3,medium,1,2,1,spoiled
Pasta,5,Drithëra,6.93,365,131,36,327,Frigorifer,4.0,0.845,0.122,low,0,6,1,expired
Kastravec,1,Perime,5.42,7,16,2,6,Kuzhinë,20.0,2.862,0.528,medium,1,10,0,overcooked
Majdanoz,6,Erëza,5.74,5,36,0,3,Kuzhinë,20.0,1.343,0.234,medium,1,7,0,other
Speca,1,Perime,1.36,10,31,0,14,Frigorifer,4.0,0.038,0.028,low,0,13,0,none
Patate,1,Perime,7.65,45,77,4,41,Kuzhinë,20.0,0.842,0.11,low,0,20,0,other
Tërshërë,5,Drithëra,1.51,180,389,152,25,Ngrirës,-18.0,0.012,0.008,low,0,7,0,none
Qepë,1,Perime,5.73,30,40,30,-1,Qilar,20.0,2.567,0.448,high,2,9,0,overcooked
Vezë,3,Mish,2.09,21,155,20,-2,Qilar,20.0,1.114,0.533,high,2,17,0,spoiled
Kastravec,1,Perime,6.31,7,16,5,6,Frigorifer,4.0,2.24,0.355,medium,1,15,0,spoiled
Gjalpë,4,Bulmet,5.33,30,717,17,12,Frigorifer,4.0,1.812,0.34,low,0,4,0,other
Qumësht,4,Bulmet,5.39,5,42,4,0,Qilar,20.0,4.867,0.903,high,2,12,0,spoiled
Karrota,1,Perime,6.87,30,41,0,33,Kuzhinë,20.0,1.044,0.152,low,0,19,0,spoiled
Vaj ulliri,6,Erëza,6.32,365,884,288,82,Frigorifer,4.0,0.638,0.101,low,0,1,1,other
Banane,2,Fruta,6.89,6,89,3,7,Kuzhinë,20.0,2.708,0.393,medium,1,20,0,overcooked
Oriz,5,Drithëra,4.6,365,130,78,291,Raft,20.0,0.189,0.041,low,0,12,0,none
Spinaq,1,Perime,2.94,5,23,5,-1,Qilar,20.0,2.19,0.745,high,2,6,0,expired
Mish viçi,3,Mish,8.07,4,250,1,0,Kuzhinë,20.0,4.568,0.566,high,2,14,0,other
Spinaq,1,Perime,8.42,5,23,2,3,Kuzhinë,20.0,3.764,0.447,medium,1,15,1,other
Mish pule,3,Mish,4.69,3,165,2,3,Kuzhinë,20.0,1.144,0.244,medium,1,5,0,spoiled
Speca,1,Perime,7.15,10,31,9,1,Raft,20.0,5.934,0.83,high,2,12,1,other
Portokall,2,Fruta,6.48,14,47,3,14,Ngrirës,-18.0,0.143,0.022,low,0,16,0,none
Djathë,4,Bulmet,6.56,14,264,4,13,Raft,20.0,1.312,0.2,low,0,6,1,other
Kastravec,1,Perime,9.44,7,16,0,7,Kuzhinë,20.0,3.144,0.333,medium,1,19,0,overcooked
Tërshërë,5,Drithëra,6.84,180,389,39,144,Ngrirës,-18.0,0.0,0,low,0,14,0,none
Vezë,3,Mish,2.53,21,155,4,21,Qilar,20.0,0.0,0,low,0,20,0,none
Pasta,5,Drithëra,1.06,365,131,33,330,Frigorifer,4.0,0.46,0.434,low,0,11,0,overcooked
Portokall,2,Fruta,2.11,14,47,2,12,Qilar,20.0,0.306,0.145,low,0,3,0,overcooked
Kos,4,Bulmet,9.05,7,61,7,4,Qilar,20.0,2.272,0.251,medium,1,4,0,spoiled
Kastravec,1,Perime,4.21,7,16,6,0,Raft,20.0,2.859,0.679,high,2,18,1,overcooked
Bukë,5,Drithëra,8.5,3,265,1,0,Kuzhinë,20.0,4.726,0.556,high,2,4,0,spoiled
Mish pule,3,Mish,4.78,3,165,3,-1,Frigorifer,4.0,2.524,0.528,high,2,19,0,other
Kos,4,Bulmet,5.76,7,61,7,-3,Raft,20.0,5.512,0.957,high,2,12,0,expired
Portokall,2,Fruta,0.78,14,47,2,13,Kuzhinë,20.0,0.026,0.033,low,0,5,0,none
Kripë,6,Erëza,9.61,1000,0,201,801,Frigorifer,4.0,0.288,0.03,low,0,12,1,none
Domate,1,Perime,6.26,7,18,6,0,Qilar,20.0,5.365,0.857,high,2,9,0,overcooked
Qumësht,4,Bulmet,9.05,5,42,0,9,Ngrirës,-18.0,0.561,0.062,low,0,10,0,other
Mish viçi,3,Mish,3.44,4,250,2,6,Frigorifer,4.0,1.314,0.382,medium,1,11,0,spoiled
Majdanoz,6,Erëza,9.78,5,36,4,-2,Kuzhinë,20.0,5.839,0.597,high,2,7,1,other
Mish pule,3,Mish,0.46,3,165,2,4,Qilar,20.0,0.125,0.271,medium,1,12,1,other
Bukë,5,Drithëra,3.49,3,265,2,2,Qilar,20.0,1.522,0.436,high,2,3,1,expired
Kripë,6,Erëza,6.7,1000,0,326,679,Frigorifer,4.0,0.295,0.044,low,0,1,0,none
Kripë,6,Erëza,7.64,1000,0,248,750,Raft,20.0,0.947,0.124,low,0,8,0,expired
Domate,1,Perime,7.26,7,18,5,0,Ngrirës,-18.0,4.712,0.649,high,2,19,1,overcooked
Kripë,6,Erëza,6.68,1000,0,627,371,Frigorifer,4.0,1.182,0.177,low,0,6,0,expired
Domate,1,Perime,4.39,7,18,3,4,Frigorifer,4.0,1.44,0.328,medium,1,3,1,overcooked
Oriz,5,Drithëra,5.34,365,130,243,122,Ngrirës,-18.0,0.288,0.054,low,0,16,0,expired
Vezë,3,Mish,1.93,21,155,0,19,Ngrirës,-18.0,0.0,0,low,0,7,0,none
Spinaq,1,Perime,8.79,5,23,4,1,Frigorifer,4.0,4.641,0.528,high,2,7,0,overcooked
Vaj ulliri,6,Erëza,9.92,365,884,83,285,Raft,20.0,0.0,0,low,0,10,1,none
Qumësht,4,Bulmet,6.44,5,42,1,7,Ngrirës,-18.0,1.926,0.299,medium,1,17,0,overcooked
Banane,2,Fruta,7.57,6,89,0,3,Frigorifer,4.0,3.316,0.438,medium,1,16,0,expired
Gjalpë,4,Bulmet,7.58,30,717,13,15,Kuzhinë,20.0,0.0,0,low,0,1,0,none
Limon,2,Fruta,5.92,21,29,11,8,Raft,20.0,0.0,0,low,0,9,0,none
Vezë,3,Mish,3.65,21,155,15,8,Qilar,20.0,0.0,0,low,0,18,0,none
Lakër,1,Perime,5.91,14,25,0,16,Kuzhinë,20.0,0.591,0.1,low,0,15,1,overcooked
Kripë,6,Erëza,8.48,1000,0,995,8,Kuzhinë,20.0,0.0,0,low,0,5,0,none
Tërshërë,5,Drithëra,7.53,180,389,107,70,Ngrirës,-18.0,1.303,0.173,low,0,11,1,spoiled
Mish pule,3,Mish,3.72,3,165,3,-1,Ngrirës,-18.0,3.017,0.811,high,2,4,0,other
Salmon,3,Mish,1.58,2,208,1,1,Frigorifer,4.0,1.414,0.895,high,2,16,1,spoiled
Banane,2,Fruta,8.31,6,89,6,5,Raft,20.0,2.352,0.283,medium,1,16,1,other
Majdanoz,6,Erëza,1.68,5,36,5,-3,Qilar,20.0,1.169,0.696,high,2,4,0,overcooked
Bukë,5,Drithëra,4.82,3,265,2,0,Ngrirës,-18.0,3.051,0.633,high,2,14,1,expired
Banane,2,Fruta,6.35,6,89,2,5,Raft,20.0,4.178,0.658,medium,1,14,0,spoiled
Qumësht,4,Bulmet,2.89,5,42,5,2,Qilar,20.0,2.037,0.705,high,2,19,1,expired
Domate,1,Perime,4.53,7,18,6,1,Ngrirës,-18.0,1.445,0.319,high,2,11,0,overcooked
Oriz,5,Drithëra,9.17,365,130,243,123,Qilar,20.0,0.0,0,low,0,7,0,none
Limon,2,Fruta,7.84,21,29,18,3,Raft,20.0,1.827,0.233,medium,1,20,0,spoiled
Salmon,3,Mish,5.68,2,208,0,4,Ngrirës,-18.0,1.323,0.233,medium,1,20,0,expired
Qumësht,4,Bulmet,4.96,5,42,4,2,Frigorifer,4.0,2.951,0.595,high,2,15,1,spoiled
Kripë,6,Erëza,7.72,1000,0,728,271,Kuzhinë,20.0,0.0,0,low,0,8,0,none
Oriz,5,Drithëra,0.13,365,130,182,187,Raft,20.0,0.038,0.296,low,0,5,0,overcooked
Salmon,3,Mish,9.85,2,208,2,5,Ngrirës,-18.0,3.782,0.384,medium,1,20,0,overcooked
Tërshërë,5,Drithëra,0.7,180,389,49,136,Raft,20.0,0.252,0.36,low,0,10,0,other
Mish viçi,3,Mish,7.04,4,250,0,5,Frigorifer,4.0,2.07,0.294,medium,1,1,1,expired
Portokall,2,Fruta,4.7,14,47,14,-1,Kuzhinë,20.0,3.21,0.683,high,2,13,0,other
Vaj ulliri,6,Erëza,3.21,365,884,140,229,Kuzhinë,20.0,0.199,0.062,low,0,10,0,spoiled
Limon,2,Fruta,9.57,21,29,3,15,Qilar,20.0,3.177,0.332,low,0,18,1,overcooked
Spinaq,1,Perime,3.22,5,23,5,3,Qilar,20.0,0.319,0.099,medium,1,13,0,overcooked
Gjalpë,4,Bulmet,8.38,30,717,1,30,Qilar,20.0,0.293,0.035,low,0,19,0,none
Qumësht,4,Bulmet,0.65,5,42,5,-1,Ngrirës,-18.0,0.167,0.257,high,2,5,0,spoiled
Bukë,5,Drithëra,2.43,3,265,2,3,Qilar,20.0,0.746,0.307,medium,1,3,1,overcooked
Vaj ulliri,6,Erëza,0.79,365,884,205,165,Kuzhinë,20.0,0.193,0.244,low,0,5,0,spoiled
Vezë,3,Mish,1.67,21,155,8,13,Ngrirës,-18.0,0.266,0.159,low,0,2,0,expired
Oriz,5,Drithëra,8.44,365,130,115,254,Ngrirës,-18.0,1.705,0.202,low,0,5,0,overcooked
Limon,2,Fruta,3.94,21,29,20,4,Frigorifer,4.0,1.292,0.328,medium,1,17,0,other
Domate,1,Perime,6.73,7,18,6,6,Frigorifer,4.0,2.631,0.391,medium,1,7,0,other
Domate,1,Perime,3.56,7,18,1,8,Raft,20.0,0.506,0.142,low,0,6,1,spoiled
Spinaq,1,Perime,5.41,5,23,5,1,Kuzhinë,20.0,3.17,0.586,high,2,6,0,overcooked
Limon,2,Fruta,2.04,21,29,8,16,Frigorifer,4.0,0.5,0.245,low,0,10,1,expired
Vezë,3,Mish,6.07,21,155,20,6,Frigorifer,4.0,1.9,0.313,medium,1,2,1,expired
Tërshërë,5,Drithëra,9.34,180,389,52,128,Raft,20.0,0.0,0,low,0,10,0,none
Kos,4,Bulmet,8.2,7,61,5,6,Raft,20.0,4.084,0.498,medium,1,9,0,expired
Banane,2,Fruta,0.22,6,89,6,-1,Qilar,20.0,0.147,0.67,high,2,7,1,other
Tërshërë,5,Drithëra,3.34,180,389,100,79,Raft,20.0,0.838,0.251,low,0,10,0,expired
Gjalpë,4,Bulmet,1.16,30,717,0,27,Raft,20.0,0.021,0.018,low,0,2,0,none
Mollë,2,Fruta,9.31,21,52,9,16,Ngrirës,-18.0,0.0,0,low,0,4,0,none
Portokall,2,Fruta,2.23,14,47,3,14,Qilar,20.0,0.517,0.232,low,0,3,0,other
Oriz,5,Drithëra,0.32,365,130,17,346,Ngrirës,-18.0,0.02,0.062,low,0,4,0,other
Kastravec,1,Perime,0.24,7,16,1,6,Kuzhinë,20.0,0.099,0.411,medium,1,19,0,overcooked
Domate,1,Perime,7.06,7,18,7,-2,Frigorifer,4.0,4.165,0.59,high,2,13,1,expired
Qepë,1,Perime,5.02,30,40,26,8,Kuzhinë,20.0,0.07,0.014,low,0,6,0,none
Kos,4,Bulmet,8.98,7,61,1,7,Ngrirës,-18.0,2.155,0.24,medium,1,9,0,overcooked
Majdanoz,6,Erëza,1.96,5,36,5,4,Frigorifer,4.0,0.135,0.069,medium,1,2,1,other
Kripë,6,Erëza,2.39,1000,0,868,129,Qilar,20.0,0.203,0.085,low,0,15,1,spoiled
Portokall,2,Fruta,6.62,14,47,5,14,Raft,20.0,1.079,0.163,low,0,5,0,overcooked
Mish viçi,3,Mish,1.82,4,250,3,3,Qilar,20.0,0.298,0.164,medium,1,5,1,other
Portokall,2,Fruta,9.62,14,47,1,14,Ngrirës,-18.0,1.231,0.128,low,0,11,0,other
Vezë,3,Mish,7.56,21,155,21,-1,Ngrirës,-18.0,5.337,0.706,high,2,20,0,spoiled
Majdanoz,6,Erëza,8.01,5,36,1,4,Kuzhinë,20.0,1.698,0.212,medium,1,3,1,expired
Qumësht,4,Bulmet,5.49,5,42,4,-1,Raft,20.0,2.734,0.498,high,2,6,0,overcooked
Salmon,3,Mish,1.26,2,208,2,2,Raft,20.0,0.689,0.547,high,2,13,1,spoiled
Kos,4,Bulmet,3.58,7,61,6,-1,Ngrirës,-18.0,2.266,0.633,high,2,7,0,expired
Salmon,3,Mish,1.53,2,208,0,3,Ngrirës,-18.0,0.785,0.513,medium,1,13,0,spoiled
Djathë,4,Bulmet,6.42,14,264,13,1,Frigorifer,4.0,4.09,0.637,high,2,7,0,expired
Patate,1,Perime,2.61,45,77,7,41,Qilar,20.0,0.277,0.106,low,0,13,0,overcooked
Limon,2,Fruta,3.94,21,29,6,16,Kuzhinë,20.0,0.0,0,low,0,20,0,none
